Item No.,Item Description,In Stock,FOREIGN NAME,Pair Size,No of pairs,SALES UOM,PURCHASE UOM,INVENTORY UOM,MRP,Product Type,Last Purchase Price,HSN/Commodity Code,VAT Commodity Group Code
3-FB-3290-WT-G09,FG SC-Fortune Kinaloor-3290-White-Gents-09,7,Footwear-Pride-3290-White-Gents-09,9,1,PAIR,No,PAIR,0,Covering,129.4,,SF
3-FB-3290-WT-G10,FG SC-Fortune Kinaloor-3290-White-Gents-10,7,Footwear-Pride-3290-White-Gents-10,10,1,PAIR,No,PAIR,0,Covering,131.18,,SF
3-FB-3290Z-BK-G06,FG SC-Fortune Kinaloor-3290Z-Black-Gents-06,9,Footwear-3290Z-Black-Gents-06,6,1,PAIR,No,PAIR,0,Covering,123.85,,SF
3-FB-3290Z-BK-G07,FG SC-Fortune Kinaloor-3290Z-Black-Gents-07,11,Footwear-3290Z-Black-Gents-07,7,1,PAIR,No,PAIR,0,Covering,135.53,,SF
3-FB-3290Z-BK-G08,FG SC-Fortune Kinaloor-3290Z-Black-Gents-08,13,Footwear-3290Z-Black-Gents-08,8,1,PAIR,No,PAIR,0,Covering,132.37,,SF
3-FB-3290Z-BK-G09,FG SC-Fortune Kinaloor-3290Z-Black-Gents-09,15,Footwear-3290Z-Black-Gents-09,9,1,PAIR,No,PAIR,0,Covering,133.21,,SF
3-FB-3290Z-BK-G10,FG SC-Fortune Kinaloor-3290Z-Black-Gents-10,13,Footwear-3290Z-Black-Gents-10,10,1,PAIR,No,PAIR,0,Covering,141.66,,SF
3-FB-3290Z-BK-X10,FG SC-Fortune Kinaloor-3290Z-Black-Giants-10-Export,1,Footwear-Pride-3290Z-Black-Giants-10-Export,10,1,PAIR,No,PAIR,319,Covering,136.52,,SF
3-FB-3290Z-BK-X11,FG SC-Fortune Kinaloor-3290Z-Black-Giants-11-Export,5,Footwear-Pride-3290Z-Black-Giants-11-Export,11,1,PAIR,No,PAIR,339,Covering,153.07,,SF
3-FB-3290Z-BK-X12,FG SC-Fortune Kinaloor-3290Z-Black-Giants-12-Export,0,Footwear-Pride-3290Z-Black-Giants-12-Export,12,1,PAIR,No,PAIR,339,Covering,155.77,,SF
3-FB-3290Z-BR-G06,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-06,2,Footwear-3290Z-Brown-Gents-06,6,1,PAIR,No,PAIR,0,Covering,127.81,,SF
3-FB-3290Z-BR-G07,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-07,9,Footwear-3290Z-Brown-Gents-07,7,1,PAIR,No,PAIR,0,Covering,136.8,,SF
3-FB-3290Z-BR-G08,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-08,23,Footwear-3290Z-Brown-Gents-08,8,1,PAIR,No,PAIR,0,Covering,138.4,,SF
3-FB-3290Z-BR-G09,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-09,5,Footwear-3290Z-Brown-Gents-09,9,1,PAIR,No,PAIR,0,Covering,142.28,,SF
3-FB-3290Z-BR-G10,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-10,18,Footwear-3290Z-Brown-Gents-10,10,1,PAIR,No,PAIR,0,Covering,144.69,,SF
3-FB-3290Z-BR-X10,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-10-Export,1,Footwear-Pride-3290Z-Brown-Giants-10-Export,10,1,PAIR,No,PAIR,319,Covering,143.04,,SF
3-FB-3290Z-BR-X11,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-11-Export,1,Footwear-Pride-3290Z-Brown-Giants-11-Export,11,1,PAIR,No,PAIR,319,Covering,147.68,,SF
3-FB-3290Z-BR-X12,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-12-Export,2,Footwear-Pride-3290Z-Brown-Giants-12-Export,12,1,PAIR,No,PAIR,319,Covering,150.31,,SF
3-FB-3290Z-TA-G07,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-07,0,Footwear-PRIDE-3290Z-Tan-Gents-07,7,1,PAIR,No,PAIR,0,COVERING,96.51,,SF
3-FB-3290Z-TA-G08,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-08,0,Footwear-PRIDE-3290Z-Tan-Gents-08,8,1,PAIR,No,PAIR,0,COVERING,99.33,,SF
3-FB-3290Z-TA-G09,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-09,1,Footwear-PRIDE-3290Z-Tan-Gents-09,9,1,PAIR,No,PAIR,0,COVERING,103.29,,SF
3-FB-3290Z-TA-G10,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-10,10,Footwear-PRIDE-3290Z-Tan-Gents-10,10,1,PAIR,No,PAIR,0,COVERING,126.42,,SF
3-FB-3290Z-TA-X10,FG SC-Fortune Kinaloor-3290Z-Tan-Giants-10-Export,1,Footwear-PRIDE-3290Z-Tan-Giants-10-Export,10,1,PAIR,No,PAIR,0,COVERING,135.57,,SF
3-FB-3290Z-TA-X11,FG SC-Fortune Kinaloor-3290Z-Tan-Giants-11-Export,7,Footwear-PRIDE-3290Z-Tan-Giants-11-Export,11,1,PAIR,No,PAIR,0,COVERING,149.75,,SF
3-FB-3290Z-TA-X12,FG SC-Fortune Kinaloor-3290Z-Tan-Giants-12-Export,3,Footwear-PRIDE-3290Z-Tan-Giants-12-Export,12,1,PAIR,No,PAIR,0,COVERING,150.46,,SF
3-FB-3290Z-WT-G06,FG SC-Fortune Kinaloor-3290Z-White-Gents-06-Export,87,Footwear-PRIDE-3290Z-White-Gents-06-Export,6,1,PAIR,No,PAIR,0,COVERING,129.1,,SF
3-FB-3290Z-WT-G07,FG SC-Fortune Kinaloor-3290Z-White-Gents-07-Export,84,Footwear-PRIDE-3290Z-White-Gents-07-Export,7,1,PAIR,No,PAIR,0,COVERING,132.93,,SF
3-FB-3290Z-WT-G08,FG SC-Fortune Kinaloor-3290Z-White-Gents-08-Export,117,Footwear-PRIDE-3290Z-White-Gents-08-Export,8,1,PAIR,No,PAIR,0,COVERING,134.52,,SF
3-FB-3290Z-WT-G09,FG SC-Fortune Kinaloor-3290Z-White-Gents-09-Export,118,Footwear-PRIDE-3290Z-White-Gents-09-Export,9,1,PAIR,No,PAIR,0,COVERING,138.34,,SF
3-FB-3290Z-WT-G10,FG SC-Fortune Kinaloor-3290Z-White-Gents-10-Export,0,Footwear-PRIDE-3290Z-White-Gents-10-Export,10,1,PAIR,No,PAIR,0,COVERING,0,,SF
3-FB-8125-NB-L05,FG SC-Fortune Kinaloor-8125-Navy Blue-Ladies-05,189,Footwear-Pride-8125-Navy Blue-Ladies-05,5,1,PAIR,No,PAIR,0,COVERING,100.19,,SF
3-FB-8125-NB-L06,FG SC-Fortune Kinaloor-8125-Navy Blue-Ladies-06,138,Footwear-Pride-8125-Navy Blue-Ladies-06,6,1,PAIR,No,PAIR,0,COVERING,105.02,,SF
3-FB-8125-NB-L07,FG SC-Fortune Kinaloor-8125-Navy Blue-Ladies-07,148,Footwear-Pride-8125-Navy Blue-Ladies-07,7,1,PAIR,No,PAIR,0,COVERING,109.93,,SF
3-FB-8125-NB-L08,FG SC-Fortune Kinaloor-8125-Navy Blue-Ladies-08,120,Footwear-Pride-8125-Navy Blue-Ladies-08,8,1,PAIR,No,PAIR,0,COVERING,111.06,,SF
3-FB-8125-NB-L09,FG SC-Fortune Kinaloor-8125-Navy Blue-Ladies-09,141,Footwear-Pride-8125-Navy Blue-Ladies-09,9,1,PAIR,No,PAIR,0,COVERING,117.06,,SF
3-FB-8125Z-NB-L05,FG SC-Fortune Kinaloor-8125Z-Navy Blue-Ladies-05-Export,0,Footwear-PRIDE-8125Z-Navy Blue-Ladies-05-Export,5,1,PAIRS,No,PAIRS,0,COVERING,97.84,,SF
3-FB-8125Z-NB-L06,FG SC-Fortune Kinaloor-8125Z-Navy Blue-Ladies-06-Export,2,Footwear-PRIDE-8125Z-Navy Blue-Ladies-06-Export,6,1,PAIRS,No,PAIRS,0,COVERING,104.83,,SF
3-FB-8125Z-NB-L07,FG SC-Fortune Kinaloor-8125Z-Navy Blue-Ladies-07-Export,0,Footwear-PRIDE-8125Z-Navy Blue-Ladies-07-Export,7,1,PAIRS,No,PAIRS,0,COVERING,107,,SF
3-FB-8125Z-NB-L08,FG SC-Fortune Kinaloor-8125Z-Navy Blue-Ladies-08-Export,0,Footwear-PRIDE-8125Z-Navy Blue-Ladies-08-Export,8,1,PAIRS,No,PAIRS,0,COVERING,109.2,,SF
3-FB-8125Z-NB-L09,FG SC-Fortune Kinaloor-8125Z-Navy Blue-Ladies-09-Export,0,Footwear-PRIDE-8125Z-Navy Blue-Ladies-09-Export,9,1,PAIRS,No,PAIRS,0,COVERING,113.81,,SF
4-CCP1-3290-BK-G,Semi Finished-CC FOR PRINTING1-3290-Black-Gents-G,39900,SF-CCP1-3290-Black-Gents-G,,1,PAIR,No,PAIR,0,Covering,1.07,,CLICKED
4-CCP1-3290-BR-G,Semi Finished-CC FOR PRINTING1-3290-Brown-Gents-G,31200,SF-CCP1-3290-Brown-Gents-G,,1,PAIR,No,PAIR,0,Covering,1.18,,CLICKED
4-CCP1-3290-TA-G,Semi Finished-CC FOR PRINTING1-3290-Tan-Gents,2400,SF-CCP1-3290-Tan-Gents,6,1,PAIR,No,PAIR,0,Covering,0.91,,CLICKED
4-CCP1-3290-WT-G,Semi Finished-CC FOR PRINTING1-3290-White-Gents,0,SF-CCP1-3290-White-Gents,6,1,PAIR,No,PAIR,0,COVERING,0.99,,CLICKED
4-CCP-3290-BK-G06,Semi Finished-CC FOR PRINTING-3290-Black-Gents-06,600,SF-CCP-3290-Black-Gents-06,6,1,PAIR,No,PAIR,0,Covering,13.13,,CLICKED
4-CCP-3290-BK-G07,Semi Finished-CC FOR PRINTING-3290-Black-Gents-07,2400,SF-CCP-3290-Black-Gents-07,7,1,PAIR,No,PAIR,0,Covering,13.38,,CLICKED
4-CCP-3290-BK-G08,Semi Finished-CC FOR PRINTING-3290-Black-Gents-08,3200,SF-CCP-3290-Black-Gents-08,8,1,PAIR,No,PAIR,0,Covering,13.63,,CLICKED
4-CCP-3290-BK-G09,Semi Finished-CC FOR PRINTING-3290-Black-Gents-09,3200,SF-CCP-3290-Black-Gents-09,9,1,PAIR,No,PAIR,0,Covering,15.6,,CLICKED
4-CCP-3290-BK-G10,Semi Finished-CC FOR PRINTING-3290-Black-Gents-10,2600,SF-CCP-3290-Black-Gents-10,10,1,PAIR,No,PAIR,0,Covering,15.83,,CLICKED
4-CCP-3290-BK-X11,Semi Finished-CC FOR PRINTING-3290-Black-Giants-11,0,SF-CCP-3290-Black-Giants-11,11,1,PAIR,No,PAIR,0,Covering,18.46,,CLICKED
4-CCP-3290-BK-X12,Semi Finished-CC FOR PRINTING-3290-Black-Giants-12,0,SF-CCP-3290-Black-Giants-12,12,1,PAIR,No,PAIR,0,Covering,18.91,,CLICKED
4-CCP-3290-BR-G06,Semi Finished-CC FOR PRINTING-3290-Brown-Gents-06,600,SF-CCP-3290-Brown-Gents-06,6,1,PAIR,No,PAIR,0,Covering,13.59,,CLICKED
4-CCP-3290-BR-G07,Semi Finished-CC FOR PRINTING-3290-Brown-Gents-07,1200,SF-CCP-3290-Brown-Gents-07,7,1,PAIR,No,PAIR,0,Covering,13.6,,CLICKED
4-CCP-3290-BR-G08,Semi Finished-CC FOR PRINTING-3290-Brown-Gents-08,1200,SF-CCP-3290-Brown-Gents-08,8,1,PAIR,No,PAIR,0,Covering,13.63,,CLICKED
4-CCP-3290-BR-G09,Semi Finished-CC FOR PRINTING-3290-Brown-Gents-09,1200,SF-CCP-3290-Brown-Gents-09,9,1,PAIR,No,PAIR,0,Covering,15.6,,CLICKED
4-CCP-3290-BR-G10,Semi Finished-CC FOR PRINTING-3290-Brown-Gents-10,600,SF-CCP-3290-Brown-Gents-10,10,1,PAIR,No,PAIR,0,Covering,15.83,,CLICKED
4-CCP-3290-BR-X11,Semi Finished-CC FOR PRINTING-3290-Brown-Giants-11,0,SF-CCP-3290-Brown-Giants-11,11,1,PAIR,No,PAIR,0,Covering,18.46,,CLICKED
4-CCP-3290-BR-X12,Semi Finished-CC FOR PRINTING-3290-Brown-Giants-12,0,SF-CCP-3290-Brown-Giants-12,12,1,PAIR,No,PAIR,0,Covering,18.91,,CLICKED
4-CCP-3290-TA-G06,Semi Finished-CC FOR PRINTING-3290-Tan-Gents-06,0,SF-CCP-3290-Tan-Gents-06,6,1,PAIR,No,PAIR,0,Covering,11.13,,CLICKED
4-CCP-3290-TA-G07,Semi Finished-CC FOR PRINTING-3290-Tan-Gents-07,0,SF-CCP-3290-Tan-Gents-07,7,1,PAIR,No,PAIR,0,Covering,11.33,,CLICKED
4-CCP-3290-TA-G08,Semi Finished-CC FOR PRINTING-3290-Tan-Gents-08,0,SF-CCP-3290-Tan-Gents-08,8,1,PAIR,No,PAIR,0,Covering,11.54,,CLICKED
4-CCP-3290-TA-G09,Semi Finished-CC FOR PRINTING-3290-Tan-Gents-09,0,SF-CCP-3290-Tan-Gents-09,9,1,PAIR,No,PAIR,0,Covering,13.17,,CLICKED
4-CCP-3290-TA-G10,Semi Finished-CC FOR PRINTING-3290-Tan-Gents-10,0,SF-CCP-3290-Tan-Gents-10,10,1,PAIR,No,PAIR,0,Covering,13.36,,CLICKED
4-CCP-3290-TA-X11,Semi Finished-CC FOR PRINTING-3290-Tan-Giants-11,0,SF-CCP-3290-Tan-Giants-11,11,,PAIR,No,PAIR,0,COVERING,15.02,,CLICKED
4-CCP-3290-TA-X12,Semi Finished-CC FOR PRINTING-3290-Tan-Giants-12,0,SF-CCP-3290-Tan-Giants-12,12,,PAIR,No,PAIR,0,COVERING,15.36,,CLICKED
4-CCP-3290-WT-G06,Semi Finished-CC FOR PRINTING-3290-White-Gents-06,0,SF-CCP-3290-White-Gents-06,6,1,PAIR,No,PAIR,0,COVERING,14.15,,CLICKED
4-CCP-3290-WT-G07,Semi Finished-CC FOR PRINTING-3290-White-Gents-07,0,SF-CCP-3290-White-Gents-07,7,1,PAIR,No,PAIR,0,COVERING,13.81,,CLICKED
4-CCP-3290-WT-G08,Semi Finished-CC FOR PRINTING-3290-White-Gents-08,0,SF-CCP-3290-White-Gents-08,8,1,PAIR,No,PAIR,0,COVERING,14.69,,CLICKED
4-CCP-3290-WT-G09,Semi Finished-CC FOR PRINTING-3290-White-Gents-09,0,SF-CCP-3290-White-Gents-09,9,1,PAIR,No,PAIR,0,COVERING,16.84,,CLICKED
4-CCP-3290-WT-G10,Semi Finished-CC FOR PRINTING-3290-White-Gents-10,0,SF-CCP-3290-White-Gents-10,10,1,PAIR,No,PAIR,0,COVERING,17.08,,CLICKED
4-CCP-8125-NB-L05,Semi Finished-CC FOR PRINTING-8125-Navy Blue-Ladies-05,0,SF-CCP-8125-Ladies-05,5,1,PAIR,No,PAIR,0,COVERING,12.95,,CLICKED
4-CCP-8125-NB-L06,Semi Finished-CC FOR PRINTING-8125-Navy Blue-Ladies-06,0,SF-CCP-8125-Ladies-06,6,1,PAIR,No,PAIR,0,COVERING,14.26,,CLICKED
4-CCP-8125-NB-L07,Semi Finished-CC FOR PRINTING-8125-Navy Blue-Ladies-07,0,SF-CCP-8125-Ladies-07,7,1,PAIR,No,PAIR,0,COVERING,14.84,,CLICKED
4-CCP-8125-NB-L08,Semi Finished-CC FOR PRINTING-8125-Navy Blue-Ladies-08,0,SF-CCP-8125-Ladies-08,8,1,PAIR,No,PAIR,0,COVERING,15.07,,CLICKED
4-CCP-8125-NB-L09,Semi Finished-CC FOR PRINTING-8125-Navy Blue-Ladies-09,0,SF-CCP-8125-Ladies-09,9,1,PAIR,No,PAIR,0,COVERING,16.81,,CLICKED
4-CCS-8125-NB-L05,Semi Finished-CC FOR STITCHING-8125-Navy Blue-Ladies-05,1530,SF-CCS-8125-Ladies-05,5,1,PAIR,No,PAIR,0,COVERING,5.23,,CLICKED
4-CCS-8125-NB-L06,Semi Finished-CC FOR STITCHING-8125-Navy Blue-Ladies-06,1530,SF-CCS-8125-Ladies-06,6,1,PAIR,No,PAIR,0,COVERING,5.45,,CLICKED
4-CCS-8125-NB-L07,Semi Finished-CC FOR STITCHING-8125-Navy Blue-Ladies-07,1580,SF-CCS-8125-Ladies-07,7,1,PAIR,No,PAIR,0,COVERING,5.88,,CLICKED
4-CCS-8125-NB-L08,Semi Finished-CC FOR STITCHING-8125-Navy Blue-Ladies-08,1430,SF-CCS-8125-Ladies-08,8,1,PAIR,No,PAIR,0,COVERING,6.03,,CLICKED
4-CCS-8125-NB-L09,Semi Finished-CC FOR STITCHING-8125-Navy Blue-Ladies-09,750,SF-CCS-8125-Ladies-09,9,1,PAIR,No,PAIR,0,COVERING,6.34,,CLICKED
4-FCM-3290-BK-G,Semi Finished-FC FOR MARKING-3290-Black-Gents-G,37460.3834,SF-FCM-3290-Black-Gents-G,,1,MTR,No,MTR,0,Covering,11.65,,CLICKED
4-FCM-3290-BR-G,Semi Finished-FC FOR MARKING-3290-Brown-Gents-G,29679.83,SF-FCM-3290-Brown-Gents-G,,1,MTR,No,MTR,0,Covering,12.48,,CLICKED
4-FCM-3290-TA-G,Semi Finished-FC FOR MARKING-3290-Tan-Gents-G,15873.136,SF-FCM-3290-Tan-Gents-G,,1,MTR,No,MTR,0,Covering,11.01,,CLICKED
4-FCM-3290-WT-G,Semi Finished-FC FOR MARKING-3290-White-Gents-G,42.1,SF-FCM-3290-White-Gents-G,,1,MTR,No,MTR,0,COVERING,10.31,,CLICKED
4-FCS1-8125-NB-L,Semi Finished-FC FOR STITCHING1-8125-Navy Blue-Ladies,17408.94,SF-FCS1-8125-Ladies,,1,MTR,No,MTR,0,COVERING,4.76,,CLICKED
4-FCS2-8125-NB-L,Semi Finished-FC FOR STITCHING2-81252-Navy Blue-Ladies,21713.08,SF-FCS2-81252-Ladies,,1,MTR,No,MTR,0,COVERING,3.56,,CLICKED
4-FCS-8125-NB-L,Semi Finished-FC FOR STITCHING-8125-Navy Blue-Ladies,35127.08,SF-FCS-8125-Ladies,,1,MTR,No,MTR,0,COVERING,5.63,,CLICKED
4-FU-3290-BK-G06,Semi Finished-FINISHED UPPER-3290-Black-Gents-06,274.5,SF-FU-3290-Black-Gents-06,6,1,PAIR,No,PAIR,0,Covering,61.27,,FU
4-FU-3290-BK-G07,Semi Finished-FINISHED UPPER-3290-Black-Gents-07,42,SF-FU-3290-Black-Gents-07,7,1,PAIR,No,PAIR,0,Covering,61.58,,FU
4-FU-3290-BK-G08,Semi Finished-FINISHED UPPER-3290-Black-Gents-08,98.5,SF-FU-3290-Black-Gents-08,8,1,PAIR,No,PAIR,0,Covering,61.84,,FU
4-FU-3290-BK-G09,Semi Finished-FINISHED UPPER-3290-Black-Gents-09,78,SF-FU-3290-Black-Gents-09,9,1,PAIR,No,PAIR,0,Covering,63.89,,FU
4-FU-3290-BK-G10,Semi Finished-FINISHED UPPER-3290-Black-Gents-10,551.5,SF-FU-3290-Black-Gents-10,10,1,PAIR,No,PAIR,0,Covering,64.13,,FU
4-FU-3290-BK-X11,Semi Finished-FINISHED UPPER-3290-Black-Giants-11,135.5,SF-FU-3290-Black-Giants-11,11,1,PAIR,No,PAIR,0,Covering,73.84,,FU
4-FU-3290-BK-X12,Semi Finished-FINISHED UPPER-3290-Black-Giants-12,93.5,SF-FU-3290-Black-Giants-12,12,1,PAIR,No,PAIR,0,Covering,74.28,,FU
4-FU-3290-BR-G06,Semi Finished-FINISHED UPPER-3290-Brown-Gents-06,239,SF-FU-3290-Brown-Gents-06,6,1,PAIR,No,PAIR,0,Covering,66.86,,FU
4-FU-3290-BR-G07,Semi Finished-FINISHED UPPER-3290-Brown-Gents-07,42,SF-FU-3290-Brown-Gents-07,7,1,PAIR,No,PAIR,0,Covering,63.66,,FU
4-FU-3290-BR-G08,Semi Finished-FINISHED UPPER-3290-Brown-Gents-08,487,SF-FU-3290-Brown-Gents-08,8,1,PAIR,No,PAIR,0,Covering,63.88,,FU
4-FU-3290-BR-G09,Semi Finished-FINISHED UPPER-3290-Brown-Gents-09,1068.5,SF-FU-3290-Brown-Gents-09,9,1,PAIR,No,PAIR,0,Covering,65.87,,FU
4-FU-3290-BR-G10,Semi Finished-FINISHED UPPER-3290-Brown-Gents-10,316.5,SF-FU-3290-Brown-Gents-10,10,1,PAIR,No,PAIR,0,Covering,66.16,,FU
4-FU-3290-BR-X11,Semi Finished-FINISHED UPPER-3290-Brown-Giants-11,133.5,SF-FU-3290-Brown-Giants-11,11,1,PAIR,No,PAIR,0,Covering,77.13,,FU
4-FU-3290-BR-X12,Semi Finished-FINISHED UPPER-3290-Brown-Giants-12,119.5,SF-FU-3290-Brown-Giants-12,12,1,PAIR,No,PAIR,0,Covering,77.6,,FU
4-FU-3290-TA-G06,Semi Finished-FINISHED UPPER-3290-Tan-Gents-06,135.5,SF-FU-3290-Tan-Gents-06,6,1,PAIR,No,PAIR,0,Covering,59.97,,FU
4-FU-3290-TA-G07,Semi Finished-FINISHED UPPER-3290-Tan-Gents-07,691.5,SF-FU-3290-Tan-Gents-07,7,1,PAIR,No,PAIR,0,Covering,60.57,,FU
4-FU-3290-TA-G08,Semi Finished-FINISHED UPPER-3290-Tan-Gents-08,471,SF-FU-3290-Tan-Gents-08,8,1,PAIR,No,PAIR,0,Covering,60.78,,FU
4-FU-3290-TA-G09,Semi Finished-FINISHED UPPER-3290-Tan-Gents-09,261,SF-FU-3290-Tan-Gents-09,9,1,PAIR,No,PAIR,0,Covering,62.41,,FU
4-FU-3290-TA-G10,Semi Finished-FINISHED UPPER-3290-Tan-Gents-10,0,SF-FU-3290-Tan-Gents-10,10,1,PAIR,No,PAIR,0,Covering,60.78,,FU
4-FU-3290-TA-X11,Semi Finished-FINISHED UPPER-3290-Tan-Giants-11,5,SF-FU-3290-Tan-Giants-11,11,,PAIR,No,PAIR,0,COVERING,71.31,,FU
4-FU-3290-TA-X12,Semi Finished-FINISHED UPPER-3290-Tan-Giants-12,12.5,SF-FU-3290-Tan-Giants-12,12,,PAIR,No,PAIR,0,COVERING,71.66,,FU
4-FU-3290-WT-G06,Semi Finished-FINISHED UPPER-3290-White-Gents-06,35,SF-FU-3290-White-Gents-06,6,1,PAIR,No,PAIR,0,,63.48,,FU
4-FU-3290-WT-G07,Semi Finished-FINISHED UPPER-3290-White-Gents-07,124.5,SF-FU-3290-White-Gents-07,7,1,PAIR,No,PAIR,0,,63.76,,FU
4-FU-3290-WT-G08,Semi Finished-FINISHED UPPER-3290-White-Gents-08,132.5,SF-FU-3290-White-Gents-08,8,1,PAIR,No,PAIR,0,,64.02,,FU
4-FU-3290-WT-G09,Semi Finished-FINISHED UPPER-3290-White-Gents-09,140,SF-FU-3290-White-Gents-09,9,1,PAIR,No,PAIR,0,,66.07,,FU
4-FU-3290-WT-G10,Semi Finished-FINISHED UPPER-3290-White-Gents-10,49.5,SF-FU-3290-White-Gents-10,10,1,PAIR,No,PAIR,0,,66.3,,FU
4-FU-8125-NB-L05,Semi Finished-FINIDHED UPPER-8125-Navy Blue-Ladies-05,1053,SF-FU-8125-Ladies-05,5,1,PAIR,No,PAIR,0,COVERING,51.05,,FU
4-FU-8125-NB-L06,Semi Finished-FINIDHED UPPER-8125-Navy Blue-Ladies-06,1258,SF-FU-8125-Ladies-06,6,1,PAIR,No,PAIR,0,COVERING,52.89,,FU
4-FU-8125-NB-L07,Semi Finished-FINIDHED UPPER-8125-Navy Blue-Ladies-07,1558.5,SF-FU-8125-Ladies-07,7,1,PAIR,No,PAIR,0,COVERING,54.56,,FU
4-FU-8125-NB-L08,Semi Finished-FINIDHED UPPER-8125-Navy Blue-Ladies-08,1253,SF-FU-8125-Ladies-08,8,1,PAIR,No,PAIR,0,COVERING,55.1,,FU
4-FU-8125-NB-L09,Semi Finished-FINIDHED UPPER-8125-Navy Blue-Ladies-09,539,SF-FU-8125-Ladies-09,9,1,PAIR,No,PAIR,0,COVERING,57.49,,FU
4-MCS-3290-BK-G06,Semi Finished-MC FOR STITCHING-3290-Black-Gents-06,1052,SF-MCS-3290-Black-Gents-06,6,1,PAIR,No,PAIR,0,Covering,33.11,,CLICKED
4-MCS-3290-BK-G07,Semi Finished-MC FOR STITCHING-3290-Black-Gents-07,2300,SF-MCS-3290-Black-Gents-07,7,1,PAIR,No,PAIR,0,Covering,33.12,,CLICKED
4-MCS-3290-BK-G08,Semi Finished-MC FOR STITCHING-3290-Black-Gents-08,1625,SF-MCS-3290-Black-Gents-08,8,1,PAIR,No,PAIR,0,Covering,33.12,,CLICKED
4-MCS-3290-BK-G09,Semi Finished-MC FOR STITCHING-3290-Black-Gents-09,2157,SF-MCS-3290-Black-Gents-09,9,1,PAIR,No,PAIR,0,Covering,33.12,,CLICKED
4-MCS-3290-BK-G10,Semi Finished-MC FOR STITCHING-3290-Black-Gents-10,1975,SF-MCS-3290-Black-Gents-10,10,1,PAIR,No,PAIR,0,Covering,33.12,,CLICKED
4-MCS-3290-BK-X11,Semi Finished-MC FOR STITCHING-3290-Black-Giants-11,1115,SF-MCS-3290-Black-Giants-11,11,1,PAIR,No,PAIR,0,Covering,33.12,,CLICKED
4-MCS-3290-BK-X12,Semi Finished-MC FOR STITCHING-3290-Black-Giants-12,1115,SF-MCS-3290-Black-Giants-12,12,1,PAIR,No,PAIR,0,Covering,33.12,,CLICKED
4-MCS-3290-BR-G06,Semi Finished-MC FOR STITCHING-3290-Brown-Gents-06,3159,SF-MCS-3290-Brown-Gents-06,6,1,PAIR,No,PAIR,0,Covering,35.21,,CLICKED
4-MCS-3290-BR-G07,Semi Finished-MC FOR STITCHING-3290-Brown-Gents-07,3203,SF-MCS-3290-Brown-Gents-07,7,1,PAIR,No,PAIR,0,Covering,35.21,,CLICKED
4-MCS-3290-BR-G08,Semi Finished-MC FOR STITCHING-3290-Brown-Gents-08,4500,SF-MCS-3290-Brown-Gents-08,8,1,PAIR,No,PAIR,0,Covering,35.21,,CLICKED
4-MCS-3290-BR-G09,Semi Finished-MC FOR STITCHING-3290-Brown-Gents-09,4236,SF-MCS-3290-Brown-Gents-09,9,1,PAIR,No,PAIR,0,Covering,35.21,,CLICKED
4-MCS-3290-BR-G10,Semi Finished-MC FOR STITCHING-3290-Brown-Gents-10,4111,SF-MCS-3290-Brown-Gents-10,10,1,PAIR,No,PAIR,0,Covering,35.22,,CLICKED
4-MCS-3290-BR-X11,Semi Finished-MC FOR STITCHING-3290-Brown-Giants-11,1700,SF-MCS-3290-Brown-Giants-11,11,1,PAIR,No,PAIR,0,Covering,34.93,,CLICKED
4-MCS-3290-BR-X12,Semi Finished-MC FOR STITCHING-3290-Brown-Giants-12,1700,SF-MCS-3290-Brown-Giants-12,12,1,PAIR,No,PAIR,0,Covering,34.93,,CLICKED
4-MCS-3290-TA-G06,Semi Finished-MC FOR STITCHING-3290-Tan-Gents-06,500,SF-MCS-3290-Tan-Gents-06,6,1,PAIR,No,PAIR,0,Covering,30.98,,CLICKED
4-MCS-3290-TA-G07,Semi Finished-MC FOR STITCHING-3290-Tan-Gents-07,350,SF-MCS-3290-Tan-Gents-07,7,1,PAIR,No,PAIR,0,Covering,38.25,,CLICKED
4-MCS-3290-TA-G08,Semi Finished-MC FOR STITCHING-3290-Tan-Gents-08,350,SF-MCS-3290-Tan-Gents-08,8,1,PAIR,No,PAIR,0,Covering,41.1,,CLICKED
4-MCS-3290-TA-G09,Semi Finished-MC FOR STITCHING-3290-Tan-Gents-09,350,SF-MCS-3290-Tan-Gents-09,9,1,PAIR,No,PAIR,0,Covering,31.2,,CLICKED
4-MCS-3290-TA-G10,Semi Finished-MC FOR STITCHING-3290-Tan-Gents-10,625,SF-MCS-3290-Tan-Gents-10,10,1,PAIR,No,PAIR,0,Covering,31.2,,CLICKED
